none,en-us,hi-in,th-th,zh-cn,zh-hk,vi-vn,id-id,in-telugu,in-marathi,pt-pt,es-es
UI_ViPay_ERNum,er:TY87s3mFRtm79AnxVfsduNB6C3nY2B1euN,er:TY87s3mFRtm79AnxVfsduNB6C3nY2B1euN,เอ่อ: TY87s3mFRtm79AnxVfsduNB6C3nY2B1euN,er:TY87s3mFRtm79AnxVfsduNB6C3nY2B1euN,er:TY87s3mFRtm79AnxVfsduNB6C3nY2B1euN,ví dụ : TY87s3mFRtm79AnxVfsduNB6C3nY2B1euN,er:TY87s3mFRtm79AnxVfsduNB6C3nY2B1euN,er:TY87s3mFRtm79AnxVfsduNB6C3nY2B1euN,er:TY87s3mFRtm79AnxVfsduNB6C3nY2B1euN,er:TY87s3mFRtm79AnxVfsduNB6C3nY2B1euN,er:TY87s3mFRtm79AnxVfsduNB6C3nY2B1euN
UI_GoogleReaptCha_Hint,Click the button to pass the man-machine verification,मैन-मशीन सत्यापन पास करने के लिए बटन पर क्लिक करें,คลิกปุ่มเพื่อผ่านการตรวจสอบเครื่องจักร,Click the button to pass the man-machine verification,點擊按鈕通過人機驗證,Nhấp vào nút để vượt qua xác minh người máy,Klik tombol untuk melewati verifikasi manusia-mesin,Click the button to pass the man-machine verification,Click the button to pass the man-machine verification,Clique no botão para passar na verificação homem-máquina,Haga clic en el botón para pasar la verificación hombre-máquina
UI_UILimit_IP,Your IP,तुम्हारी आईपी,IP ของคุณ,Your IP,你的IP,IP của bạn,IP Anda,Your IP,Your IP,Seu ip,Your IP
UI_UILimit_YourCountry,Your country,आपका देश,ประเทศของคุณ,Your country,你的國家,Quốc gia của bạn,Negaramu,Your country,Your country,Seu país,Your country
UI_UIPromoteMain_1,Your referral QR code,आपका रेफ़रल QR कोड,รหัส QR อ้างอิงของคุณ,Your referral QR code,您的推薦二維碼,Mã QR giới thiệu của bạn,Kode QR referensi Anda,Your referral QR code,Your referral QR code,Seu código QR de indicação,Su código QR de referencia
UI_UIPromoteMain_2,Save the QR code	QR,कोड सेव करें,บันทึกคิวอาร์โค้ด,Save the QR code,保存二維碼,Lưu mã QR,Simpan kode QR,Save the QR code,Save the QR code,Salve o código QR,Guarda el código QR
UI_Code_AwardHint,——  Has been distributed to your wallet  ——,—— आपके बटुए में वितरित किया गया है ——,—— ได้รับการแจกจ่ายไปยังกระเป๋าเงินของคุณแล้ว ——,——  Has been distributed to your wallet  ——,,—— Đã được phân phối vào ví của bạn ——,—— Telah didistribusikan ke dompet Anda ——,Your మీ వాలెట్,____आपल्या पाकीटवर वितरित केले गेले आहे_____,— Foi distribuído para sua carteira —,—— Se ha distribuido en tu billetera ——
UI_Code_BiliGrade,Grade,Grade,เกรด,Grade,,Cấp,Kelas,గ్రేడ్,वर्ग,Grau,Para evaluar
UI_Cash_StarColor_PayMayaPhilippines,<b><color=#495669>PayMaya Philippines ACC</color><color=#ff0000>*</color></b>,<b><color=#495669>PayMaya Philippines ACC</color><color=#ff0000>*</color></b>,<b><color=#495669>PayMaya Philippines ACC</color><color=#ff0000>*</color></b>,<b><color=#495669>PayMaya Philippines ACC</color><color=#ff0000>*</color></b>,<b><color=#495669>PayMaya Philippines ACC</color><color=#ff0000>*</color></b>,<b><color=#495669>PayMaya Philippines ACC</color><color=#ff0000>*</color></b>,<b><color=#495669>PayMaya Philippines ACC</color><color=#ff0000>*</color></b>,<b><color=#495669>PayMaya Philippines ACC</color><color=#ff0000>*</color></b>,<b><color=#495669>PayMaya Philippines ACC</color><color=#ff0000>*</color></b>,<b><color=#495669>PayMaya Philippines ACC</color><color=#ff0000>*</color></b>,<b><color=#495669>PayMaya Philippines ACC</color><color=#ff0000>*</color></b>
UI_Banner_DAY,Day,दिन,วัน,Day,天,Ngày,Hari,రోజు,दिवस,Dia,Día
UI_Banner_Hour,Hour,घंटा,ชั่วโมง,Hour,小時,Giờ,Jam,గంట,तास,Hora,Hora
UI_BetBonus_DAY,S{D}Day S{H}Hour Left,S{D}दिन S{H}घण्टा शेष,เหลืออีก S{D}วัน S{H}ชั่วโมง,S{D}Day S{H}Hour Left,還剩S{D}天 S{H}小時,Còn lại S{D}Ngày S{H}Giờ,S{D}Hari S{H}Jam Tersisa,S{D}రోజు S{H}గంట మిగిలి ఉంది,S{D}दिवस S{H}तास बाकी,S{D}Dia S{H}Hora restante,S{D}Día S{H}Hora restante
UI_GameBetMax,Your bet amount cannot be higher than {S1} in this session,आपकी शर्त राशि {S1} से अधिक इस सत्र में नहीं हो सकती,จำนวนเดิมพันของคุณไม่สามารถสูงกว่า {S1}ในวาระงานนี้,在这个场次，您的投注金额不能高于{S1},在这个场次，您的投注金額不能高於{S1},Số tiền đặt cược của ông không thể cao hơn {S1} trong phiên này,Taruhan anda jumlah tidak bisa lebih tinggi dari {S1} dalam sesi ini,ఈ సెషన్ లో మీ పందెం మొత్తం {S1} కంటే ఎక్కువగా ఉండరాదు,या सत्रात आपली सट्टा रक्कम {S1} पेक्षा जास्त असू शकत नाही,O valor da sua aposta não pode ser superior a {S1} nesta sessão,Su importe de apuesta no puede ser superior a {S1} en esta sesión
UI_GameBetMin,Your bet amount cannot be less than {S1} in this session,सत्र में {S1} से कम आपकी शर्त राशि नहीं हो सकती,จำนวนเดิมพันของคุณไม่สามารถน้อยกว่า {S1}ในวาระงานนี้,在这个场次，您的投注金额不能低于{S1},在这个场次，您的投注金額不能少於{S1},Số tiền đặt cược của bạn không thể nhỏ hơn {S1} trong phiên này,Taruhan anda jumlah tidak bisa kurang dari {S1} dalam sesi ini,ఈ సెషన్ లో మీ పందెం మొత్తం {S1} కంటే తక్కువగా ఉండరాదు,या सत्रात आपली सट्टा रक्कम {S1} पेक्षा कमी असू शकत नाही,O valor da sua aposta não pode ser inferior a {S1} nesta sessão,Su importe de apuesta no puede ser inferior a {S1} en esta sesión
UI_UpdateHint,"Your version is too low, please update the latest version","Your version is too low, please update the latest version","Your version is too low, please update the latest version","Your version is too low, please update the latest version","Your version is too low, please update the latest version","Your version is too low, please update the latest version","Your version is too low, please update the latest version","Your version is too low, please update the latest version","Your version is too low, please update the latest version","Sua versão é muito baixa, atualize a versão mais recente","Your version is too low, please update the latest version"
UI_Sports,Sports,Sports,กีฬา,Sports,Sports,Sports,Sports,Sports,Sports,Esporte,Deportes
UI_Promote_PopTypeHint,Please bind your phone number first,कृपया पहले अपना फ़ोन नंबर बाइंड करें,กรุณาผูกหมายเลขโทรศัพท์ของคุณก่อน,Please bind your phone number first,Please bind your phone number first,Vui lòng liên kết số điện thoại của bạn trước,Please bind your phone number first,Please bind your phone number first,Please bind your phone number first,"Por favor, vincule seu número de telefone primeiro.",Por favor vincula tu número de teléfono primero.
UI.System_inputPhone,Please input your phone number,कृपया अपना फोन संख्या इनपुट करें,กรุณากรอกหมายเลขโทรศัพท์,Please input your phone number,Please input your phone number,Vui lòng nhập số điện thoại của bạn,Please input your phone number,Please input your phone number,Please input your phone number,"Por favor, introduz seu número de telefone",Introduzca su número de teléfono
UIRedeemCode_Receive,Receive,प्राप्त करें,รับ,Receive,收到,Nhận được,Menerima,స్వీకరించండి,प्राप्त करा,Receber,Recibir
UIRemittance_Remittance,Remittance period,प्रेषण अवधि,ระยะเวลาการโอนเงิน,Remittance period,匯款期限,Kỳ chuyển tiền,Periode pengiriman uang,చెల్లింపు కాలం,प्रेषण कालावधी,Período de remessa,Periodo de remesa
UIRemittance_Recharge,Recharge within the specified time toenjoy a recharge discount,रिचार्ज छूट का आनंद लेने के लिए निर्दिष्ट समय के भीतर रिचार्ज करें,เติมเงินภายในเวลาที่กำหนดเพื่อรับส่วนลดการเติมเงิน,Recharge within the specified time toenjoy a recharge discount,指定時間內充值享受充值優惠,Nạp tiền trong thời gian quy định để được giảm giá khi nạp tiền,Isi ulang dalam waktu yang ditentukan untuk menikmati diskon isi ulang,రీఛార్జ్ తగ్గింపును ఆస్వాదించడానికి పేర్కొన్న సమయంలో రీఛార్జ్ చేయండి,रिचार्ज डिस्काउंटचा आनंद घेण्यासाठी निर्दिष्ट वेळेत रिचार्ज करा,Recarregue dentro do tempo especificado para aproveitar um desconto de recarga,Recarga dentro del tiempo especificado para disfrutar de un descuento de recarga
